"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3"
"52";"4/25";"tv";"pro-first";5;3;7;8;5;5;4;6;4;6;"2";"2";"2";"3";"1";"2";"1";"2";"3";"3";"2";"1";"3";"5";"3";"1";"5";"2";"2";"3";"3";"1";"5";"1";"1";"2";"1";"4";"2";"2";"1";"1";"1";"1";"2";"1";"1";"3";"4";"2";"2";"1";"2";"1";"2";"1";"1";"3";"2";"2";"2";"2";"3";"1";"1";"2";"3";"2";"5";"2";"1";"1";7;"0";1;"ashland";"ashland";6,66666666666667;5,33333333333333;1,33333333333333;TRUE;TRUE;TRUE
"53";"4/25";"ms";"pro-first";7;7;6;5;6;4;3;4;3;5;"3";"1";"3";"1";"1";"3";"1";"2";"3";"1";"3";"1";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"1";"1";"3";"2";"3";"4";"3";"1";"1";"1";"1";"2";"1";"4";"2";"1";"2";"1";"1";"3";"1";"2";"1";"1";"4";"2";"2";"3";"4";"2";"1";"1";"4";"1";"2";"1";"1";"1";"1";5;"0";1;"ashland";"ashland";5,66666666666667;4;1,66666666666667;TRUE;TRUE;FALSE
"54";"4/26";"tv";"pro-first";7;6;5;7;6;4;5;4;4;3;"4";"1";"4";"1";"1";"4";"1";"4";"3";"1";"5";"1";"1";"4";"1";"1";"1";"1";"1";"4";"2";"1";"4";"1";"1";"5";"3";"4";"2";"1";"1";"1";"1";"1";"2";"1";"3";"4";"1";"3";"1";"1";"4";"1";"4";"1";"1";"3";"2";"3";"4";"4";"3";"1";"1";"4";"1";"1";"1";"1";"1";"6";7;"0";1;"ashland";"ashland";6;3,66666666666667;2,33333333333333;TRUE;FALSE;FALSE
"55";"4/26";"ms";"anti-first";5;6;6;6;6;5;4;6;6;6;"3";"2";"2";"1";"1";"4";"1";"3";"4";"2";"3";"2";"3";"4";"2";"2";"3";"1";"2";"1";"3";"3";"3";"1";"1";"3";"2";"3";"3";"2";"1";"1";"1";"2";"2";"1";"4";"3";"1";"3";"2";"1";"2";"1";"3";"1";"1";"3";"1";"1";"4";"2";"2";"1";"1";"4";"1";"2";"1";"1";"1";"1";6;"0";1;"ashland";"ashland";6;6;0;TRUE;TRUE;FALSE
"56";"4/28";"ms";"anti-first";8;8;8;8;8;9;9;8;9;8;"1";"4";"1";"1";"1";"3";"1";"1";"3";"2";"1";"2";"1";"3";"2";"1";"3";"1";"3";"1";"1";"1";"5";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"3";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"5";"1";"1";"1";7;"0";1;"ashland";"ashland";8;8,33333333333333;-0,333333333333334;TRUE;TRUE;TRUE
"3";NA;"ms";"pro-first";5;4;7;5;4;4;4;5;2;5;"1";"3";"2";"3";"1";"3";"1";"1";"1";"4";"1";"2";"1";"5";"3";"1";"4";"1";"3";"1";"1";"1";"5";"2";"1";"2";"1";"1";"3";"3";"1";"2";"1";"3";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"2";"5";"5";"1";"1";9;"0";1;"vcu";"vcu";5,33333333333333;4;1,33333333333333;TRUE;TRUE;TRUE
"7";NA;"ms";"pro-first";9;9;9;9;8;9;8;8;8;8;"1";"4";"3";"3";"1";"4";"1";"2";"1";"1";"1";"1";"2";"5";"3";"2";"3";"1";"5";"4";"2";"1";"5";"4";"3";"2";"1";"2";"2";"2";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"3";"2";"5";"2";"4";"1";"4";"1";"1";8;"0";1;"vcu";"vcu";8,66666666666667;8;0,666666666666666;TRUE;TRUE;TRUE
"8";NA;"ms";"pro-first";9;9;9;9;9;6;3;6;3;2;"1";"5";"3";"4";"3";"1";"4";"1";"4";"5";"1";"5";"2";"1";"5";"4";"1";"1";"4";"5";"1";"5";"1";"3";"3";"1";"1";"5";"2";"5";"1";"5";"2";"4";"1";"4";"1";"5";"5";"2";"2";"4";"3";"2";"1";"3";"3";"2";"4";"1";"1";"3";"1";"3";"5";"5";"4";"1";"1";"5";"1";"1";8;"0";1;"vcu";"vcu";9;3,66666666666667;5,33333333333333;TRUE;TRUE;TRUE
"15";NA;"tv";"pro-first";8;8;7;8;7;3;2;6;2;6;"2";"1";"2";"1";"1";"4";"1";"2";"3";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"3";"1";"1";"1";"1";"1";"1";"3";"1";"3";"3";"1";"3";"1";"1";"2";"1";"2";"1";"1";"3";"2";"1";"4";"2";"2";"1";"1";"3";"1";"1";"1";"1";"1";"1";8;"0";1;"vcu";"vcu";7,33333333333333;4,66666666666667;2,66666666666667;TRUE;TRUE;TRUE
"18";NA;"tv";"anti-first";7;7;8;8;8;7;7;8;8;9;"3";"1";"1";"1";"1";"4";"1";"1";"3";"1";"2";"5";"1";"5";"2";"1";"4";"1";"3";"1";"1";"1";"5";"1";"1";"3";"1";"5";"2";"1";"1";"1";"1";"3";"3";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"5";"1";"1";"1";9;"0";1;"vcu";"vcu";8;8,33333333333333;-0,333333333333334;TRUE;TRUE;TRUE
"21";NA;"ms";"anti-first";8;8;8;8;6;4;4;6;2;6;"3";"1";"2";"1";"1";"5";"1";"1";"3";"2";"3";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"4";"3";"5";"5";"3";"1";"2";"1";"1";"3";"1";"5";"5";"1";"3";"1";"1";"4";"1";"1";"1";"1";"3";"2";"3";"3";"3";"4";"1";"1";"4";"1";"1";"1";"1";"1";"1";8;"0";1;"vcu";"vcu";7,33333333333333;4,66666666666667;2,66666666666667;TRUE;TRUE;TRUE
"7";NA;"ms";"pro-first";9;9;9;9;8;9;8;8;8;8;"1";"4";"3";"3";"1";"4";"1";"2";"1";"1";"1";"1";"2";"5";"3";"2";"3";"1";"5";"4";"2";"1";"5";"4";"3";"2";"1";"2";"2";"2";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"3";"2";"5";"2";"4";"1";"4";"1";"1";8;"0";1;"vcu";"vcu";8,66666666666667;8;0,666666666666666;TRUE;TRUE;TRUE
"8";NA;"ms";"pro-first";9;9;9;9;9;6;3;6;3;2;"1";"5";"3";"4";"3";"1";"4";"1";"4";"5";"1";"5";"2";"1";"5";"4";"1";"1";"4";"5";"1";"5";"1";"3";"3";"1";"1";"5";"2";"5";"1";"5";"2";"4";"1";"4";"1";"5";"5";"2";"2";"4";"1";"4";"1";"3";"3";"2";"4";"1";"1";"3";"1";"3";"5";"5";"4";"1";"1";"5";"1";"1";8;"0";1;"vcu";"vcu";9;3,66666666666667;5,33333333333333;TRUE;TRUE;TRUE
"1";NA;"ms";"anti-first";7;8;8;8;7;8;7;7;7;7;"3";"2";"1";"1";"3";"3";"1";"1";"3";"1";"1";"1";"3";"5";"1";"1";"4";"1";"1";"1";"1";"1";"3";"1";"1";"3";"1";"1";"4";"3";"1";"1";"1";"1";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"3";"1";"4";"1";"2";"1";"1";"5";"1";"1";"4";"1";"1";"6";5;"0";1;"vcu";"vcu";7,66666666666667;7;0,666666666666667;TRUE;FALSE;FALSE
"2";NA;"ms";"pro-first";5;5;4;5;3;6;5;5;5;5;"3";"1";"2";"1";"1";"2";"2";"1";"3";"1";"2";"1";"1";"3";"1";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"3";"3";"2";"3";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"3";"3";"1";"1";"1";"4";"1";"1";"1";"2";"1";"4";8;"0";1;"vcu";"vcu";4;5;-1;TRUE;FALSE;FALSE
"4";NA;"ms";"pro-first";7;6;7;8;7;6;5;7;6;7;"3";"4";"1";"2";"1";"2";"2";"1";"3";"4";"1";"3";"1";"5";"3";"5";"5";"1";"5";"4";"1";"4";"5";"2";"1";"1";"1";"1";"1";"2";"1";"4";"1";"5";"1";"1";"1";"1";"3";"1";"2";"4";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"3";"4";"4";"1";"2";"2";"5";"2";"1";"6";7;"0";1;"vcu";"vcu";7,33333333333333;6,66666666666667;0,666666666666666;TRUE;FALSE;FALSE
"5";NA;"ms";"pro-first";9;8;7;8;7;5;5;5;4;6;"2";"3";"2";"1";"2";"4";"1";"4";"4";"2";"3";"2";"2";"2";"3";"3";"2";"2";"2";"2";"1";"2";"2";"1";"3";"3";"3";"3";"3";"3";"1";"2";"1";"2";"3";"2";"3";"4";"2";"4";"1";"2";"2";"1";"3";"1";"1";"3";"3";"2";"5";"3";"3";"1";"2";"4";"1";"4";"2";"1";"1";"1";3;"0";1;"vcu";"vcu";7,33333333333333;5;2,33333333333333;TRUE;TRUE;FALSE
"6";NA;"ms";"pro-first";9;9;9;9;9;5;3;5;1;3;"3";"1";"3";"1";"1";"5";"1";"2";"5";"1";"3";"1";"1";"5";"1";"1";"2";"2";"1";"1";"1";"1";"5";"1";"1";"3";"2";"4";"3";"1";"1";"1";"1";"1";"2";"1";"4";"5";"1";"3";"2";"1";"2";"1";"3";"1";"1";"4";"2";"2";"4";"2";"3";"1";"1";"5";"1";"1";"5";"1";"1";"2";9;"0";1;"vcu";"vcu";9;3;6;TRUE;FALSE;FALSE
"9";NA;"ms";"pro-first";8;1;9;9;9;7;3;8;7;8;"4";"1";"4";"3";"2";"3";"1";"4";"4";"3";"4";"2";"2";"3";"4";"1";"2";"4";"1";"3";"4";"4";"2";"1";"4";"5";"4";"5";"5";"4";"1";"3";"3";"1";"4";"4";"3";"2";"3";"5";"3";"2";"4";"1";"4";"2";"1";"5";"4";"4";"3";"4";"4";"1";"3";"5";"1";"3";"2";"1";"2";"4";8;"0";1;"vcu";"vcu";9;7,66666666666667;1,33333333333333;TRUE;FALSE;FALSE
"10";NA;"ms";"pro-first";5;4;7;5;7;9;9;7;7;7;"2";"3";"1";"2";"1";"4";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"3";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"3";"4";"1";"3";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"3";"2";"1";"2";"1";"2";"3";"2";"2";"2";"1";"1";2;"0";1;"vcu";"vcu";6,33333333333333;7;-0,666666666666667;TRUE;TRUE;FALSE
"11";NA;"ms";"pro-first";8;8;8;8;7;7;6;6;6;5;"1";"1";"2";"1";"1";"3";"1";"1";"4";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"4";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"1";"1";"1";"1";"4";"1";"1";"1";"1";"2";"4";6;"0";1;"vcu";"vcu";7,66666666666667;5,66666666666667;2;TRUE;FALSE;FALSE
"12";NA;"ms";"pro-first";8;8;7;9;8;8;8;9;6;9;"2";"1";"1";"1";"1";"5";"1";"1";"4";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"5";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";4;"0";1;"vcu";"vcu";8;8;0;TRUE;TRUE;FALSE
"13";NA;"ms";"pro-first";9;9;8;9;7;9;5;6;8;6;"4";"2";"2";"3";"1";"2";"1";"1";"3";"1";"2";"2";"1";"4";"1";"2";"2";"2";"1";"2";"1";"3";"3";"1";"1";"3";"1";"1";"2";"1";"4";"1";"1";"1";"1";"1";"1";"2";"2";"1";"4";"2";"2";"1";"4";"3";"1";"1";"1";"1";"2";"1";"1";"1";"1";"4";"1";"1";"3";"2";"1";"1";4;"0";1;"vcu";"vcu";8;6,66666666666667;1,33333333333333;TRUE;TRUE;FALSE
"14";NA;"ms";"pro-first";6;7;5;4;5;7;6;7;6;8;"2";"1";"2";"1";"1";"3";"1";"1";"3";"1";"1";"1";"1";"4";"2";"1";"3";"3";"2";"1";"1";"1";"4";"1";"1";"3";"3";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"2";"2";"1";"1";"1";"3";"1";"1";"4";"1";"1";"1";NA;"0";1;"vcu";"vcu";4,66666666666667;7;-2,33333333333333;TRUE;TRUE;FALSE
"16";NA;"ms";"pro-first";9;7;7;8;8;6;5;6;6;6;"4";"1";"4";"2";"1";"4";"1";"5";"5";"4";"4";"1";"3";"4";"3";"1";"3";"4";"1";"1";"3";"1";"4";"1";"3";"5";"5";"5";"4";"3";"1";"1";"3";"1";"3";"1";"4";"4";"1";"4";"1";"1";"3";"1";"4";"1";"1";"5";"5";"4";"1";"3";"5";"1";"4";"5";"1";"1";"1";"1";"1";"2";5;"0";1;"vcu";"vcu";7,66666666666667;6;1,66666666666667;TRUE;FALSE;FALSE
"17";NA;"tv";"anti-first";6;6;7;7;6;5;5;5;5;4;"3";"2";"3";"1";"1";"3";"1";"2";"3";"2";"3";"1";"1";"3";"1";"1";"2";"1";"1";"2";"1";"1";"3";"1";"1";"3";"1";"3";"3";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"2";"1";"1";"2";"2";"3";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"3";"1";"1";"2";"2";"2";"4";6;"0";1;"vcu";"vcu";6,66666666666667;4,66666666666667;2;TRUE;FALSE;FALSE
"19";NA;"tv";"anti-first";7;6;6;5;6;6;6;5;5;5;"2";"2";"2";"1";"1";"4";"1";"2";"1";"1";"13";"2";"1";"4";"2";"1";"1";"2";"1";"2";"2";"1";"4";"1";"3";"3";"3";"3";"3";"1";"1";"1";"1";"1";"4";"1";"3";"2";"1";"2";"2";"1";"2";"1";"3";"1";"1";"3";"3";"2";"1";"2";"3";"1";"1";"3";"1";"2";"1";"1";"1";"4";8;"0";1;"vcu";"vcu";5,66666666666667;5;0,666666666666667;TRUE;FALSE;FALSE
"20";NA;"ms";"anti-first";8;9;6;8;6;4;4;3;1;3;"4";"1";"3";"1";"1";"2";"2";"3";"3";"1";"4";"1";"1";"2";"1";"1";"2";"1";"1";"1";"5";"1";"2";"1";"1";"4";"4";"5";"3";"2";"1";"1";"1";"1";"3";"1";"4";"3";"2";"1";"1";"1";"3";"1";"1";"1";"1";"3";"3";"4";"3";"2";"3";"1";"1";"3";"1";"2";"1";"1";"1";"1";4;"0";1;"vcu";"vcu";6,66666666666667;2,33333333333333;4,33333333333333;TRUE;TRUE;FALSE
"22";NA;"ms";"anti-first";7;7;7;7;7;7;5;7;6;6;"2";"3";"2";"1";"1";"2";"3";"1";"4";"1";"2";"1";"2";"5";"3";"1";"4";"1";"2";"1";"1";"1";"5";"1";"1";"3";"1";"2";"3";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"4";"1";"1";"1";"1";"1";"1";"2";"1";"1";"3";"1";"1";"1";"1";"3";"2";"1";"4";"2";"1";"1";6;"0";1;"vcu";"vcu";7;6,33333333333333;0,666666666666667;TRUE;TRUE;FALSE
"23";NA;"ms";"anti-first";9;9;9;9;9;7;5;5;4;6;"1";"2";"1";"5";"2";"4";"5";"2";"3";"2";"2";"3";"2";"4";"4";"1";"4";"1";"5";"4";"2";"4";"4";"3";"1";"3";"3";"4";"1";"2";"2";"2";"2";"5";"4";"1";"3";"1";"2";"3";"3";"2";"1";"4";"2";"1";"4";"1";"4";"2";"3";"1";"4";"3";"3";"2";"5";"3";"4";"5";"1";"1";6;"0";1;"vcu";"vcu";9;5;4;TRUE;TRUE;FALSE
"24";NA;"ms";"pro-first";9;7;3;8;3;3;3;3;1;3;"4";"1";"4";"1";"1";"3";"2";"2";"4";"2";"3";"1";"1";"2";"2";"2";"1";"4";"1";"2";"3";"3";"2";"3";"4";"5";"5";"5";"5";"4";"1";"1";"1";"1";"4";"1";"3";"3";"2";"4";"1";"2";"1";"4";"2";"2";"1";"4";"1";"2";"2";"4";"4";"1";"2";"2";"1";"4";"3";"1";"2";"4";8;"0";1;"vcu";"vcu";4,66666666666667;2,33333333333333;2,33333333333333;TRUE;FALSE;FALSE
"25";NA;"ms";"pro-first";7;7;6;6;6;6;4;6;3;6;"2";"2";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"1";"1";"3";"3";"2";"1";"1";"1";"2";"1";"1";"3";"2";"2";"3";"1";"1";"2";"1";"1";"1";"1";"2";"3";"2";"3";"2";"1";"1";"1";"3";"1";"1";"1";"2";"1";"1";6;"0";1;"vcu";"vcu";6;5;1;TRUE;TRUE;FALSE
"26";NA;"ms";"anti-first";5;5;3;4;4;5;5;5;4;4;"2";"2";"2";"1";"1";"2";"1";"2";"3";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"2";"3";"3";"4";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"3";"3";"4";"3";"1";"1";"2";"1";"1";"1";"1";"3";"1";"1";"1";"3";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";3;"0";1;"vcu";"vcu";3,66666666666667;4,33333333333333;-0,666666666666667;TRUE;TRUE;FALSE
"27";NA;"ms";"pro-first";6;6;7;6;6;7;7;6;5;5;"3";"2";"2";"1";"1";"4";"1";"2";"3";"1";"2";"1";"1";"4";"1";"1";"4";"2";"1";"3";"2";"1";"4";"1";"1";"3";"5";"2";"3";"1";"1";"1";"1";"1";"2";"1";"4";"3";"1";"2";"1";"1";"3";"1";"3";"1";"1";"3";"5";"3";"2";"2";"3";"1";"1";"3";"1";"1";"4";"1";"1";"2";7;"0";1;"vcu";"vcu";6,33333333333333;5,33333333333333;1;TRUE;FALSE;FALSE
"1";NA;"tv";"anti-first";7;7;7;7;7;7;7;6;6;6;"2";"1";"3";"1";"1";"2";"1";"1";"3";"1";"2";"1";"2";"3";"1";"1";"2";"1";"2";"1";"1";"1";"3";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"3";"3";"1";"1";"2";8;"0";1;"vcu";"vcu";7;6;1;TRUE;FALSE;FALSE
"2";NA;"ms";"anti-first";9;9;7;6;7;6;7;6;9;8;"2";"3";"2";"3";"2";"2";"1";"2";"3";"3";"2";"2";"2";"3";"3";"2";"1";"2";"4";"4";"1";"2";"4";"3";"3";"3";"3";"2";"3";"2";"2";"2";NA;"4";"2";"2";"1";"2";"2";"3";"2";"3";"2";"1";"2";"3";"3";"3";"4";"2";"2";"2";"3";"2";"3";"2";"2";"4";"2";"2";"2";"1";5;"0";1;"vcu";"vcu";6,66666666666667;7,66666666666667;-1;TRUE;FALSE;FALSE
"3";NA;"tv";"anti-first";7;6;7;7;7;4;4;5;3;4;"1";"1";"2";"1";"1";"5";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"4";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"5";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";3;"0";1;"vcu";"vcu";7;4;3;TRUE;FALSE;FALSE
"4";NA;"tv";"pro-first";7;7;8;7;6;6;4;3;2;2;"3";"1";"3";"1";"2";"3";"1";"4";"4";"1";"3";"1";"1";"4";"3";"1";"3";"4";"1";"1";"5";"3";"2";"1";"5";"3";"3";"4";"5";"1";"1";"1";"1";"1";"4";"5";"2";"2";"2";"4";"1";"1";"2";"1";"3";"1";"1";"4";"2";"3";"2";"2";"3";"1";"1";"2";"2";"1";"1";"1";"1";"6";7;"0";1;"vcu";"vcu";7;2,33333333333333;4,66666666666667;TRUE;FALSE;FALSE
"5";NA;"ms";"anti-first";9;9;6;6;6;7;7;5;2;4;"2";"2";"3";"1";"1";"2";"1";"2";"4";"1";"1";"2";"3";"5";"1";"2";"5";"1";"2";"1";"3";"2";"4";"1";"1";"2";"1";"3";"3";"3";"1";"1";"2";"1";"3";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"1";"2";"1";"3";"2";"2";"4";"1";"1";"1";9;"0";1;"vcu";"vcu";6;3,66666666666667;2,33333333333333;TRUE;TRUE;TRUE
"6";NA;"tv";"pro-first";9;9;6;8;7;1;1;6;2;6;"3";"5";"5";"3";"1";"5";"1";"1";"5";"1";"1";"5";"1";"5";"1";"3";"5";"1";"1";"5";"1";"5";"5";"1";"1";"5";"1";"5";"4";"5";"1";"1";"1";"1";"1";"1";"5";"5";"5";"1";"5";"1";"3";"1";"3";"1";"1";"3";"5";"5";"1";"1";"1";"5";"1";"5";"1";"5";"5";"1";"1";"2";7;"0";1;"vcu";"vcu";7;4,66666666666667;2,33333333333333;TRUE;FALSE;FALSE
"7";NA;"tv";"anti-first";8;8;5;7;5;6;7;4;5;4;"3";"1";"3";"1";"1";"4";"1";"1";"4";"1";"3";"1";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"3";"2";"3";"3";"3";"1";"1";"1";"1";"2";"1";"3";"1";"1";"2";"1";"1";"3";"1";"4";"1";"1";"2";"3";"1";"1";"1";"3";"1";"1";"5";"1";"3";"1";"1";"1";"6";7;"0";1;"vcu";"vcu";5,66666666666667;4,33333333333333;1,33333333333333;TRUE;FALSE;FALSE
"8";NA;"ms";"pro-first";6;5;4;5;6;3;2;3;2;2;"2";"2";"1";"1";"1";"3";"1";"1";"3";"2";"2";"1";"3";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"1";"3";"3";"1";"2";"2";"2";"2";"1";"3";"1";"1";"3";"2";"2";"2";"2";"3";"1";"2";"2";"2";"4";"2";"2";"1";"1";7;"0";1;"vcu";"vcu";5;2,33333333333333;2,66666666666667;TRUE;TRUE;TRUE
"9";NA;"ms";"anti-first";7;6;8;8;7;7;7;8;8;8;"1";"1";"2";"1";"1";"3";"1";"1";"3";"1";"1";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"2";"4";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"2";"1";"1";"3";"1";"2";"3";"1";"1";"2";7;"0";1;"vcu";"vcu";7,66666666666667;8;-0,333333333333333;TRUE;FALSE;FALSE
"10";NA;"ms";"anti-first";5;5;3;6;5;7;7;5;6;6;"3";"2";"2";"2";"2";"4";"1";"1";"1";"2";"2";"2";"1";"4";"2";"1";"2";"1";"1";"1";"1";"1";"4";"1";"2";"3";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"4";"2";"1";"3";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"3";"2";"2";"2";"1";"4";"2";"1";"4";"1";"1";"1";5;"0";1;"vcu";"vcu";4,66666666666667;5,66666666666667;-1;TRUE;TRUE;FALSE
"11";NA;"ms";"pro-first";9;9;6;7;7;6;6;5;7;7;"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"4";4;"0";1;"vcu";"vcu";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;FALSE;FALSE
"12";NA;"ms";"pro-first";7;7;8;7;8;8;8;8;8;7;"1";"4";"1";"1";"1";"4";"1";"1";"3";"3";"1";"2";"1";"5";"2";"1";"5";"1";"2";"4";"1";"1";"5";"3";"1";"1";"1";"3";"1";"2";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"3";"1";"3";"4";"1";"4";1;"0";1;"vcu";"vcu";7,66666666666667;7,66666666666667;0;TRUE;FALSE;FALSE
"13";NA;"ms";"anti-first";6;6;6;7;6;6;6;5;4;5;"4";"1";"3";"1";"1";"3";"1";"3";"4";"1";"4";"2";"3";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"1";"4";"3";"3";"2";"1";"1";"1";"1";"1";"3";"2";"3";"4";"2";"3";"1";"1";"3";"1";"4";"1";"1";"4";"4";"2";"4";"4";"1";"1";"1";"4";"1";"1";"1";"1";"1";"4";6;"0";1;"vcu";"vcu";6,33333333333333;4,66666666666667;1,66666666666667;TRUE;FALSE;FALSE
"14";NA;"ms";"pro-first";7;8;7;8;6;6;6;7;7;7;"2";"3";"2";"1";"4";"4";"2";"3";"5";"1";"1";"3";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"4";"3";"2";"3";"1";"2";"1";"1";"1";"1";"1";"3";"2";"3";"1";"3";"2";"1";"3";"1";"2";"1";"1";"2";"1";"1";"3";"3";"2";"3";"1";"4";"1";"1";"2";"1";"1";"1";4;"0";1;"vcu";"vcu";7;7;0;TRUE;TRUE;FALSE
"15";NA;"tv";"pro-first";7;8;8;8;8;6;9;7;5;6;"4";"1";"2";"1";"1";"4";"1";"5";"3";"1";"4";"1";"1";"4";"1";"2";"3";"1";"1";"1";"2";"1";"4";"1";"1";"4";"5";"3";"5";"2";"1";"1";"1";"1";"3";"1";"4";"4";"2";"2";"1";"1";"4";"1";"2";"1";"1";"4";"4";"3";"3";"3";"5";"1";"1";"3";"1";"2";"3";"1";"2";"2";7;"0";1;"vcu";"vcu";8;6;2;TRUE;FALSE;FALSE
